"dossierid","title","oldhousenumber","descriptivenote","zu_kontrollieren","begruendung","location","kategorie","bemerkung"
HGB_1_023_023,Barfüssergasse 12,"1097 / A / B",Seit 184[...].,true,genau gesetzt,POINT (2611421.789672809 1267133.085040935),genau gesetzt,"26.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_103_022,"Kohlenberg 11, 13","755 a","9 ist in 11/13 inbegriffen bis 1484 mit Einschluss von 756 Th. v. 7 seit 1514 bis 1619. Ab 1864 getrennt.",false,,POINT (2611262.2703777086 1267058.3690222255),genau gesetzt,
HGB_1_096_009,Kirchgasse: Th. v. 1 am Thor,Th. v. 138 am Thor,"Bis 1534. Nachher siehe 1, 3 vereinigt. Siehe Plan No. 3 u. Plan No. 4.",false,,POINT (2611904.902036072 1267672.496127687),genau gesetzt,
HGB_1_098_021,Klingental 21,"310 K",,false,,POINT (2611433.954772366 1267977.975166843),genau gesetzt,
HGB_1_098_026,Klingental 8,"304",,false,,POINT (2611487.0009973855 1267979.8612548437),genau gesetzt,
HGB_1_098_029,Klingental 12,"306","Bis 1811. Nachher siehe 10, 12. Ab 1862 wieder einzeln hier.",false,,POINT (2611497.6102423896 1267981.5115818444),genau gesetzt,
HGB_1_095_015,"Kellergässlein Theil von 7, Keller d, i","Theil von 245, Keller d, i","Siehe Plan No. 4, 5, 6.",false,,POINT (2611090.4251143476 1267636.0243123951),genau gesetzt,
HGB_1_103_060,Kohlenberg 40 (Nummerierung des Histor. Grundbuchs),"745 A, laut Adressbuch von 1798",Siehe Plan No. 5. Seit 1703. Vorher Allmend. Bis 1811. Nachher Allmend.,false,,POINT (2611247.8304651873 1267075.058308408),ungefähr gesetzt,
HGB_1_100_005,Klingentalstrasse 61,,,false,,POINT (2611884.6761515527 1268217.383438805),genau gesetzt,
HGB_1_103_059,Kohlenberg 38 (Nummerierung des Histor. Grundbuchs),"Theil von 741 neben 745 A, laut Adressbuch von 1798","Siehe Plan No. 5. Seit 1703. Vorher Allmend. Bis 1783. Nachher siehe 36, 38.",false,,POINT (2611254.4546921756 1267074.2268968804),ungefähr gesetzt,
HGB_1_103_062,"Kohlenberg 42, 44 (Nummerierung d. Histor. Grundbuchs)","749, laut Adressbuch von 1798",Siehe Plan No. 5. Seit [...]. Vorher Allmend. Bis 18[..]. Nachher Allmend.,false,,POINT (2611234.8438402414 1267071.5147577832),ungefähr gesetzt,
HGB_1_100_004,Klingentalstrasse 59,,,false,,POINT (2611874.220276519 1268212.3491286035),genau gesetzt,
HGB_1_103_061,Kohlenberg 42 (Nummerierung des Histor. Grundbuchs),"Theil von 749, Ecke, laut Adressbuch von 1798","Siehe Plan No. 5. Seit 1726. Vorher siehe 42, 44. Bis 1763. Nachher siehe 42, 44.",false,,POINT (2611234.8438402414 1267071.5147577832),ungefähr gesetzt,
HGB_1_093_018,Karthausgasse Th. v. 15 hinterer Theil,,Bis [...]. Nachher siehe Karthausgässlein 9-15. Siehe Plan No. 3.,false,,POINT (2611876.1870817947 1267580.2655823634),ungefähr gesetzt,
HGB_1_093_016,Karthausgasse 13,,Bis 1455. Nachher siehe Karthausgässlein 9-15. Siehe Plan No. 3.,false,,POINT (2611869.559806643 1267585.1640031277),ungefähr gesetzt,
HGB_1_093_012,"Karthausgasse 5, 7, 9","129, 130, 131","Bis 1417. Nachher siehe 5, 7 und 9 getrennt. Siehe Plan No. 3.",false,,POINT (2611845.8073796555 1267601.019563157),genau gesetzt,
HGB_1_093_015,Karthausgasse 11,,Bis 1435. Nachher siehe Karthausgässlein 9-15. Siehe Plan No. 3.,false,,POINT (2611863.0337234717 1267587.9040513884),ungefähr gesetzt,
HGB_1_093_013,Karthausgasse 7,"130","Seit 1758. Vorher siehe 5, 7 vereinigt.",false,,POINT (2611851.8757507727 1267595.9299615752),genau gesetzt,
HGB_1_093_017,Karthausgasse 15,,Bis 1455. Nachher siehe Karthausgässlein 9-15. Siehe Plan No. 3.,false,,POINT (2611875.8989393967 1267580.5537247611),ungefähr gesetzt,
HGB_1_103_008,Kohlenberg: Strassengraben,,Siehe auch die Liegenschaften No. 2 bis No. 50.,false,,POINT (2611216.4427299267 1267105.0063440816),ungefähre Ortsangabe,
HGB_1_103_007,"Kohlenberg: Kohlenhüser, Kohlenberggasse",,,false,,POINT (2611216.4847448138 1267104.8949312877),ungefähre Ortsangabe,
HGB_1_103_054,"Kohlenberg 30, 32 (Nummerierung des Histor. Grundbuchs)","742 A, laut Adressbuch von 1798","Siehe Plan No. 5. Seit 1773. Vorher siehe 30 und 32, getrennt. Bis 1811. Nachher Allmend.",false,,POINT (2611274.4939019824 1267067.4429362926),ungefähr gesetzt,
HGB_1_103_052,"Kohlenberg 28, Nummerierung des Historischen Grundbuchs","740 B, Nummerierung des Historischen Grundbuchs",Siehe Plan No. 5. Seit [...]. Vorher Allmend. Bis [...]. Nachher Allmend.,false,,POINT (2611278.515806622 1267070.2016463988),ungefähr gesetzt,
HGB_1_103_058,"Kohlenberg 36, 38 (Nummerierung d. Histor. Grundbuchs)","741, laut Adressbuch von 1798","Siehe Plan No. 5. Seit 1783. Vorher siehe 36 und 38, getrennt. Bis 1811. Nachher Allmend.",false,,POINT (2611257.9530340917 1267073.6250668976),ungefähr gesetzt,
HGB_1_103_057,Kohlenberg 36 (Nummerierung des Histor. Grundbuchs),"Theil von 741 neben 742, laut Adressbuch von 1798","Siehe Plan No. 5. Seit 1703. Vorher Allmend. Bis 1783. Nachher siehe 36, 38.",false,,POINT (2611258.1049860884 1267073.6250668976),ungefähr gesetzt,
HGB_1_018_007,Bäumleingasse: Dohlen,"","",true,ungefähre Ortsangabe,POINT (2611567.384376336 1267145.3759350975),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_197_010,Spalenvorstadt: Brunnen,"","",true,genau gesetzt ,POINT (2610856.899134884 1267402.7103796504),genau gesetzt,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_114_015,Leonhardskirchplatz,"390a",,false,,POINT (2611230.77513915 1267179.0449764489),ungefähre Ortsangabe,Kein Dossier aus selber Strasse innerhalb 20m. Kein Dossier aus selber Strasse innerhalb 20m. Kein Dossier aus selber Strasse innerhalb 20m.
HGB_1_041_001,Centralbahnstrasse 10,"199 A (Bann)","",true,genau gesetzt,POINT (2611380.1513456083 1266337.1743540477),genau gesetzt,"26.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_051_073,Elisabethenstrasse 16,"924","",true,genau gesetzt ,POINT (2611474.40380348 1266855.6254826062),genau gesetzt,"26.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_116_010,Leonhardsstrasse 11,"747","",true,genau gesetzt,POINT (2611123.8815909615 1267100.038361231),genau gesetzt,"26.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_116_008,Leonhardsstrasse 5,"749 A",Magazin,true,genau gesetzt,POINT (2611154.9602149287 1267139.4712720958),genau gesetzt,"26.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_116_013,"Leonhardsstrasse 13, 17","746, 748 b",Magazin,true,genau gesetzt,POINT (2611102.657614243 1267074.2158562238),genau gesetzt,"26.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_163_002,Unterer Rheinweg 37,- (Bann),"",true,grob geschätzt,POINT (2611185.9104977166 1268338.70502149),grob geschätzt,"26.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_016_005,Bachlettenstrasse 19,"181 B (Bann)","",true,grob geschätzt,POINT (2610998.2222885704 1266281.195148754),grob geschätzt,"26.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_100_006,Klingentalstrasse 65,"","",true,ungefähre Ortsangabe,POINT (2611941.6105005606 1268231.8767391723),ungefähre Ortsangabe,"26.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_198_005,Sperrstrasse 45,"","",true,grob geschätzt,POINT (2611790.327603342 1268324.4919250887),grob geschätzt,"26.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_188_010,Schützengraben 15,"146 B (Bann)","",true,genau gesetzt,POINT (2610824.4268762935 1267237.7892146062),genau gesetzt,"26.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_188_011,Schützengraben 17,"146 A (Bann)","",true,genau gesetzt,POINT (2610803.514876545 1267245.6312145118),genau gesetzt,"26.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_188_014,Schützengraben 31,-  (Bann),"",true,grob geschätzt,POINT (2610746.0068772365 1267377.8996129215),grob geschätzt,"26.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_188_028,Schützengraben 14,"","",true,grob geschätzt,POINT (2610836.974076143 1267284.3184140467),grob geschätzt,"26.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_189_009,Schützenmattstrasse 3,"346","Seit 1821. Vorher siehe Spalenvorstadt Th. v. 11 neben 13, 11 ganz.",true,genau gesetzt,POINT (2610843.47215569 1267385.832056803),genau gesetzt,"26.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_196_002,Spalentorweg 15,- (Bann),"",true,grob geschätzt,POINT (2610656.104385462 1267385.274040573),grob geschätzt,"26.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_196_022,Spalentorweg 24,"","",true,grob geschätzt,POINT (2610639.494586712 1267341.1070757157),grob geschätzt,"26.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_062_015,Gemsberg Theil von 4 neben 6,Theil von 4 / 6,Bis 1525. Nachher siehe 2 / 4.,false,ungefähr gesetzt,POINT (2611110.3963057213 1267342.7129023392),ungefähr gesetzt,"25.03.2026: Korrektur fehlerhafter Standort"
HGB_1_120_029,Malzgasse 19,"1251",,false,,POINT (2611979.639030786 1266968.3549194068),ungefähr gesetzt,
HGB_1_120_066,Malzgasse 30,"1248 C",,false,,POINT (2611873.42562551 1266852.2837913705),genau gesetzt,
HGB_1_113_053,Leonhardsgraben 28,"372 A","Seit 1663. Vorher siehe 26, 28 vereinigt. Bis 1723. Nachher siehe 26, 28 vereinigt.",false,,POINT (2611006.5856016316 1267292.4129786096),genau gesetzt,
HGB_1_104_032,"Kohlenberggasse 10, 12","754 A, 754 B","1442",false,,POINT (2611263.814550817 1266989.375927729),genau gesetzt,
HGB_1_106_030,Kronengasse Theil von 16,,Seit [...]. Vorher Almend.,false,,POINT (2611199.4710292066 1267640.7853863304),genau gesetzt,
HGB_1_106_031,Kronengasse Theil von 16,,Seit [...]. Vorher Almend.,false,,POINT (2611200.041218942 1267641.4981234998),genau gesetzt,
HGB_1_116_023,"Leonhardsstrasse 4, 6, 8","384, 385","Seit 1610. Vorher siehe 4/384 und 6/8/385, getrennt. Bis 1663. Nachher siehe 4/384 und 6/8/385, getrennt.",false,,POINT (2611156.5697173364 1267159.1794952548),genau gesetzt,
HGB_1_116_021,Leonhardsstrasse 2,"383","Seit 1549. Vorher siehe Leonhardsgraben 48-52 und Leonhards-Strasse 2, vereinigt.",false,,POINT (2611168.1520547206 1267173.7508229313),genau gesetzt,
HGB_1_104_006,"Kohlenberggasse: Th. v. 2, 3tes Haus an d. Kanongasse? Pulverturm?",,,false,,POINT (2611234.0673116213 1267029.4143676716),genau gesetzt,
HGB_1_120_008,"Malzgasse: Stadtmauer, 3. Ringmauerthurm zwischen Aeschen- u. St. Albanthor",,,false,,POINT (2611874.7928747814 1266836.0271033517),ungefähre Ortsangabe,
HGB_1_113_044,Leonhardsgraben,"367b",,false,,POINT (2610966.4187251446 1267321.2859805557),ungefähre Ortsangabe,
HGB_1_113_043,Leonhardsgraben,"367a",,false,,POINT (2610966.4187251446 1267320.7201745908),ungefähre Ortsangabe,
HGB_1_113_042,Leonhardsgraben,"367",,false,,POINT (2610966.1358221625 1267320.7201745908),ungefähre Ortsangabe,
HGB_1_103_063,Kohlenberg 44 (Nummerierung d. Histor. Grundbuchs),Theil von 749 neben 748 laut Adressbuch von 1798,"Siehe Plan No. 5. Seit 1726. Vorher siehe 42, 44. Bis 1763. Nachher siehe 42, 44.",false,,POINT (2611229.62771919 1267073.1633670705),ungefähr gesetzt,
HGB_1_103_066,"Kohlenberg 46, 48, 50 (Nummerierung des Histor. Grundbuchs)","748 laut Adressbuch von 1798","Siehe Plan No. 5. Seit 1775. Vorher siehe 46/48 und 50, getrennt. Bis 1811. Nachher Allmend.",false,,POINT (2611225.590350944 1267075.7588180858),ungefähr gesetzt,
HGB_1_103_068,Kohlenberg 50 (Nummerierung d. Histor. Grundbuchs),"Theil von 748, Ecke, laut Adressbuch von 1798","Siehe Plan No. 5. Seit [...] Vorher Allmend. Bis 1775. Nachher siehe 46, 48, 50/748.",false,,POINT (2611220.116987015 1267083.6538986529),ungefähr gesetzt,
HGB_1_103_067,Kohlenberg 48 (Nummerierung des Histor. Grundbuchs),"Theil von 748, Mitte, laut Adressbuch von 1798","Siehe Plan No. 5. Seit 1729. Vorher siehe 46, 48. Bis 1775. Nachher siehe 46, 48.",false,,POINT (2611222.153953999 1267079.3208674972),ungefähr gesetzt,
HGB_1_103_064,Kohlenberg 46 (Nummerierung d. Histor. Grundbuchs),"Theil von 748 neben 749, laut Adressbuch von 1798","Siehe Plan No. 5. Seit 1729. Vorher siehe 46, 48. Bis 1775. Nachher siehe 46, 48.",false,,POINT (2611225.283354889 1267075.6004428493),ungefähr gesetzt,
HGB_1_103_065,"Kohlenberg 46, 48 (Nummerierung d. Histor. Grundbuchs)","Theil von 748 neben 749 und Mitte, laut Adressbuch von 1798","Siehe Plan No. 5. Seit 1694. Vorher Allmend. Bis 1775. Nachher siehe 46, 48, 50/748.",false,,POINT (2611225.590350944 1267075.7588180858),ungefähr gesetzt,
HGB_1_112_015,Leonhardsberg 11,keine alte No.,Abgebrochen ab 1600.,false,,POINT (2611247.572083553 1267205.7344531578),grob geschätzt,
HGB_1_104_010,Kohlenberggasse 11,aus 771 A,,false,,POINT (2611270.382230053 1266970.2900789843),genau gesetzt,Kein Dossier aus selber Strasse innerhalb 20m.
HGB_1_010_022,"St. Alban-Vorstadt: Unbestimmt, Rüschelins Hus, Rützelin, etc, 14. Jh.","","",true,ungefähre Ortsangabe,POINT (2612094.9887019414 1267054.520966297),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
HGB_1_157_013,"Rhein und Rheinbrücke: Kleinbasel vor Bläsithor [Bläsitor], Cluben-Schloss",,,false,,POINT (2611451.6517668194 1267779.555361138),ungefähre Ortsangabe,Kein Dossier aus selber Strasse.
HGB_1_170_042,Rittergasse 35,"1356",Siehe auch 29/1360 bis 35/1356.,false,genau gesetzt,POINT (2611721.9242263017 1267140.8346344917),genau gesetzt,Kein Dossier aus selber Strasse.
HGB_1_149_013,Peterskirchplatz 7,,,false,,POINT (2611010.7725778786 1267628.939021783),genau gesetzt,Kein Dossier aus selber Strasse innerhalb 20m.
HGB_1_131_009,Mühlenberg 5,,Bis 1669. Nachher Allmend.,false,,POINT (2611988.090254169 1267122.9758408335),ungefähr gesetzt,
HGB_1_131_010,Mühlenberg 7,,Bis 1439. Nachher Allemend.,false,,POINT (2611995.373092155 1267123.6312293515),ungefähr gesetzt,
HGB_1_150_009,Petersplatz: St. Peterszinszettel,,,false,,POINT (2610899.0910055935 1267613.5889093627),ungefähre Ortsangabe,
HGB_1_150_010,Petersplatz: 10 oder 10a,,,false,,POINT (2610826.14566534 1267562.0514407053),ungefähr gesetzt,
HGB_1_160_027,Untere Rheingasse 2,"376",,false,,POINT (2611482.902727069 1267813.2503608877),genau gesetzt,
HGB_1_145_022,Ochsengasse 25,"347","Seit 1431. Vorher siehe Webergasse 14, 16, 18 u. Ochseng. 25 vereinigt.",false,,POINT (2611490.3162741167 1267936.9967756968),genau gesetzt,
HGB_1_153_028,Rappoltshof 8,"256","Seit 1553. Vorher siehe 6, 8 vereinigt.",false,,POINT (2611635.24461455 1267995.5002548455),genau gesetzt,
HGB_1_153_029,"Rappoltshof 10, 12","257",,false,,POINT (2611644.399254138 1267998.0635539303),genau gesetzt,
HGB_1_155_029,Untere Rebgasse 27,"273 + A",,false,,POINT (2611543.3320330866 1268032.484998781),genau gesetzt,
HGB_1_131_022,"Mühlenberg Theil von 24, vorderes Rad","Theil von 1307, vorderes Rad","Seit 1395. Vorher siehe alt 1307, ganz. Bis 1422. Nachher siehe alt 1307, ganz.",false,,POINT (2612228.339999686 1267120.7805782505),genau gesetzt,
HGB_1_131_023,"Mühlenberg Theil von 24, hinteres Rad","Theil von 1307, hinteres Rad","Seit 1395. Vorher siehe alt 1307, ganz. Bis 1422. Nachher siehe alt 1307, ganz.",false,,POINT (2612228.339999686 1267120.7805782505),genau gesetzt,
HGB_1_131_021,Mühlenberg Theil von 24,"1307",Bis 1854. Nachher siehe 18-24.,false,,POINT (2612228.339999686 1267120.7805782505),genau gesetzt,
HGB_1_134_009,Münsterhof,"1407 - 1411",,false,,POINT (2611569.5069958963 1267273.2772489705),ungefähre Ortsangabe,
HGB_1_170_015,Rittergasse Theil von 1366,"Theil von 7, Mitte","Seit 1325. Vorher siehe 7/9 vereinigt. Bis [...]. Nachher siehe 7/1366, 15/1366.",false,,POINT (2611627.96555689 1267212.7057279411),ungefähre Ortsangabe,
HGB_1_161_009,Rheinsprung: Nachträge,,,false,,POINT (2611372.9768702136 1267540.3577672823),ungefähre Ortsangabe,
HGB_1_135_013,"Münsterplatz 7, 8","1465a, 1463, 1464",,false,,POINT (2611538.487497037 1267375.7566589352),genau gesetzt,
HGB_1_135_011,Münsterplatz 3,"1470a",,false,,POINT (2611504.8417122243 1267379.031912324),genau gesetzt,
HGB_1_146_014,Petersberg: by Gundelsbrunnen (Gundolzbrunnen),,,false,,POINT (2611122.407296728 1267705.207813438),ungefähre Ortsangabe,
HGB_1_146_013,"Petersberg: Peter Zinszettel, Gärten, ohne Strassenbezeichnung",,,false,,POINT (2611123.1042903448 1267703.4653293963),ungefähre Ortsangabe,
HGB_1_146_012,"Petersberg: zu u. beim finstern Schwibogen (später: zum finstern Schwibbogen, Petersberg 32)",,,false,,POINT (2611122.0587999197 1267705.3820618424),ungefähre Ortsangabe,
HGB_1_146_011,Petersberg: Peter / Leonhard,,"um 1300
Seilers Hus, Seilarii (Ulrich)
zer Gloggen, Ulrich
domus Wielandi",false,,POINT (2611122.0587999197 1267705.207813438),ungefähre Ortsangabe,
HGB_1_146_010,"Petersberg: Zinszette[l], Häuser",,,false,,POINT (2611122.407296728 1267705.3820618424),ungefähre Ortsangabe,
HGB_1_149_019,"Peterskirchplatz Th. v. 2, unterer Theil",Th. v. 247,Siehe auch das Gesamthaus 2/247.,false,,POINT (2611069.738771226 1267620.1043656368),genau gesetzt,
HGB_1_149_018,"Peterskirchplatz Th. v. 2, mittlerer Theil",Th. v. 247,Siehe auch das Gesamthaus 2/247.,false,,POINT (2611069.3278569863 1267620.1043656368),genau gesetzt,
HGB_1_149_017,"Peterskirchplatz Th. v. 2, oberer Theil",Th. v. 247,Siehe auch das Gesamthaus 2/247.,false,,POINT (2611069.738771226 1267620.1043656368),genau gesetzt,
HGB_1_149_016,Peterskirchplatz 2,"247",Siehe auch die einzelnen Theile von 2 A - 1312 - 1407.,false,,POINT (2611069.533314106 1267620.1043656368),genau gesetzt,
HGB_1_148_007,Petersgraben: Graben,,,false,,POINT (2610964.157913254 1267424.343560506),ungefähre Ortsangabe,
HGB_1_157_019,Rhein und Rheinbrücke,"1518 A (Krambude)",Abgebrochen 1838.,false,,POINT (2611306.3254113756 1267673.4738607171),ungefähre Ortsangabe,
HGB_1_157_009,Rhein und Rheinbrücke: Flussbett,,,false,,POINT (2611311.4993457994 1267674.0417546483),ungefähre Ortsangabe,
HGB_1_157_008,Rhein und Rheinbrücke: Fischfallen (Wachen),,,false,,POINT (2611304.4443414425 1267672.4113170877),ungefähre Ortsangabe,
HGB_1_157_018,Rhein und Rheinbrücke,"1519 A (Kramladen unter der Treppe des Rheinthors)","Seit 1440. Vorher siehe 1519 A, vorderer Theil und 1519 A, hinterer Theil. Abgebrochen 1838.",false,,POINT (2611306.079625107 1267672.1009274693),ungefähre Ortsangabe,
HGB_1_157_021,Rhein und Rheinbrücke,"1518 C (Krambude)",Abgebrochen 1838.,false,,POINT (2611303.154379029 1267671.1258454432),ungefähre Ortsangabe,
HGB_1_135_008,Münsterplatz: Pfalz,,,false,,POINT (2611494.8456107834 1267346.6186732973),ungefähre Ortsangabe,Kein Dossier aus selber Strasse innerhalb 20m.
HGB_1_157_012,Rhein und Rheinbrücke: Ufer,,,false,,POINT (2611318.5404489585 1267644.023837498),ungefähre Ortsangabe,Kein Dossier aus selber Strasse.
HGB_1_157_016,Rhein und Rheinbrücke,"1519 A, vorderer Theil (Kramladen unter der Treppe des Rheinthors)","Bis 1440. Nachher siehe 1519 A, ganz.",false,,POINT (2611305.104543081 1267671.1258454435),ungefähre Ortsangabe,
HGB_1_157_020,Rhein und Rheinbrücke,"1518 B (Krambude)",Abgebrochen 1838.,false,,POINT (2611305.104543081 1267669.1756813913),ungefähre Ortsangabe,
HGB_1_157_017,Rhein und Rheinbrücke,"1519 A, hinterer Theil (Krambuden unter der Treppe des Rheinthors)",Bis 1440. Nachher siehe 1519 A ganz.,false,,POINT (2611305.104543081 1267671.1258454435),ungefähre Ortsangabe,
HGB_1_172_022,"Rosshofgasse Theil von 14, mittl. Th. = Petersgraben 57 laut Adressbuch, 55 laut Löffelschem Plan","463 A, 457",Seit 1727. Vorher Allmend. Bis 1759. Nachher siehe mittl. u. hint. Theil vereinigt. Siehe Plan No. 3.,false,,POINT (2610978.985238972 1267388.0025356603),ungefähr gesetzt,
HGB_1_172_021,"Rosshofgasse Theil v. 14, vorderer Theil = Petersgraben 57 laut Adressbuch, 55 laut Löffelschem Plan","463 A, 457",Seit 1682. Vorher Allmend. Bis 1803. Nachher siehe 14 ganz. Siehe Plan No. 3.,false,,POINT (2610979.1242466583 1267387.863527974),ungefähr gesetzt,
HGB_1_172_020,"Rosshofgasse 14 = Petersgraben 57 laut Adressbuch, 55 laut Löffelschem Plan","463 A, 457, 462",Seit 1803. Vorher siehe Th. v. 14 mittl. u. hint. Th. vereinigt u. Th. v. 14 vord. Th. Siehe Plan No. 3.,false,,POINT (2610979.2632543445 1267388.0025356603),ungefähr gesetzt,
HGB_1_166_003,Riehenteich: Klein-Basel vor den Thoren des Riehenteichs,,,false,,POINT (2611525.468043088 1267377.8012017768),nicht lokalisierbar,
HGB_1_166_002,Riehenteich,,,false,,POINT (2611535.711442227 1267368.362876374),nicht lokalisierbar,
HGB_1_078_010,Heuberg: Dohle,"","",true,ungefähre Ortsangabe,POINT (2611094.7946987706 1267292.9886867625),ungefähre Ortsangabe,"06.11.2025: Ergänzung neuer Dossier aufgrund zusätzlicher Transkriptionen"
